session_id,x,sequence_codes
189,3,8BB
190,12,A89B74536015
191,8,305AB121
192,10,39106B52A0
193,8,A3780510
194,5,5AB75
195,11,0423A89B15A
196,8,02A39462
197,6,352800
198,9,582B06410
199,7,68305A3
200,8,3B568919
201,9,B38501961
202,9,9471B3254
203,4,7262
204,3,868
205,4,9049
206,7,137B943
207,9,52046A984
208,5,A5B2A
209,5,A506A
210,9,17A365088
211,9,23817B64B
212,3,181
213,9,914256A7A
214,7,0893579
215,3,199
216,6,218353
217,8,2A893644
218,7,0387B6B
219,3,747
220,8,A2904818
221,4,0155
222,8,8A329B13
223,5,79427
224,11,03847AB692A
225,3,6BB
226,4,A86A
227,5,298A8
228,7,7B36515
229,3,B6B
230,7,4857B9B
231,4,5040
232,6,971B2B
233,6,9718AA
234,5,AB17B
235,3,131
236,6,472BA2
237,4,6486
238,5,72040
239,4,1969
240,10,A5384692B9
241,9,215B64782
242,4,69B6
243,3,989
244,9,819235075
245,11,1A870392B61
246,2,33
247,8,29854A32
248,7,9802479
249,5,3A613
250,4,9212
251,8,4B830A7B
252,5,9B879
253,9,204983AB4
254,3,616
255,6,91A251
256,4,3818
257,9,367B0945B
258,6,9A0288
259,8,52180372
260,8,AB851645
261,11,61724530AB3
262,6,802562
263,8,89765309
264,7,1B39403
265,7,A417834
266,4,0622
267,10,A970B35489
268,5,A6176
269,7,1076BAB
270,6,587B44
271,8,1A7846BA
272,3,399
273,6,17A393
274,6,217451
275,9,0BA863253
276,9,389A41B55
277,8,0359B610
278,5,012A2
279,5,68944
280,3,737
281,4,B58B
282,4,6799
283,10,078B9A6418
284,3,399
285,6,735167
286,5,43811
287,2,66
288,11,64912BA7031
289,4,0484
290,7,083A744
291,6,876398
292,3,944
293,7,836B473
294,4,3977
295,5,B6545
296,6,6B9030
297,7,2A80B48
298,10,3157968044
299,10,76B219A848
300,4,B04B
301,7,1B08A98
302,8,729B4565
303,7,637A486
304,4,0A77
305,9,301485975
306,3,424
307,3,577
308,10,A170398641
309,10,952387B466
310,3,747
311,8,69187B0B
312,8,95A70488
313,9,23B6549A5
314,6,1B947B
315,12,7359B6812042
316,8,0298AB7A
317,3,155
318,6,6A97BB
319,7,4B5A282
320,4,8711
321,7,675A405
322,9,457890AB8
323,3,B22
324,12,1436702AB596
325,6,7B0343
326,5,0B81B
327,7,659A725
328,5,BA05B
329,3,655
330,3,131
331,10,128563BA9B
332,9,28B013A44
333,5,31696
334,6,73B60B
335,2,BB
336,6,824972
337,4,3ABB
338,7,9617A49
339,2,99
340,6,189A0A
341,7,9658136
342,4,4955
343,4,9455
344,6,9164A6
345,8,17943589
346,4,3822
347,6,384A13
348,6,681B76
349,7,73A0287
350,3,711
351,4,05BB
352,7,24037A3
353,13,4A18B3762059B
354,9,4A75362B3
355,2,55
356,10,1867BA4538
357,6,328B53
358,6,A3918A
359,8,8A560747
360,11,A8693402B1A
361,9,173408B57
362,2,55
363,6,3B8213
364,7,B307847
365,6,68A050
366,6,209432
367,3,500
368,6,279B1B
369,3,979
370,10,8201A35B61
371,8,0B8321AA
372,6,98A379
373,6,80A9BA
374,6,479AB9
375,8,90B82A69
376,7,32059B9
377,9,0A45B7266
378,4,3545
379,5,39414
380,11,43250698B11
381,5,03893
382,12,67532B40A912
383,4,9B39
384,6,6B3026
385,3,1AA
386,11,35BA6142805
387,4,9609
388,8,B0732696
389,4,2A8A
390,5,57A65
391,6,183041
392,11,BA24506917A
393,8,0B7562A2
394,6,3740B3
395,2,99
396,7,3076144
397,5,8A343
398,6,71B04B
399,9,B70A43210
400,5,A9717
401,3,688
402,3,9BB
403,8,35A90843
404,5,B72AA
405,7,B750A90
406,4,30AA
407,5,931B1
408,4,AB1B
409,8,49158274
410,7,B2A7582
411,6,26B7A7
412,8,750B6217
413,7,5BA7200
414,3,030
415,9,035B26916
416,3,818
417,3,393
418,3,722
419,7,17924B4
420,9,9A78056BB
421,4,3266
422,5,A9535
423,7,3267486
424,3,A9A
425,7,3412A02
426,8,A36B5975
427,4,1233
428,3,277
429,4,2A33
430,5,B4A2B
431,9,6359104B4
432,10,5A1762834A
433,5,78535
434,3,677
435,6,4970B0
436,4,8148
437,7,4605299
438,3,2BB
439,7,139A271
440,6,6B531B
441,9,47859BA15
442,3,0A0
443,3,040
444,6,69A377
445,6,807515
446,6,428A33
447,11,95B07324A19
448,7,BA46200
449,2,99
450,3,1AA
451,7,3162A0A
452,5,0B23B
453,3,0BB
454,8,A531B693
455,6,507616
456,7,087AB38
457,8,48059729
458,12,261A308745B5
459,5,19659
460,2,22
461,8,28903A40
462,5,18B28
463,4,B737
464,8,28561748
465,4,4B54
466,6,859BAB
467,2,44
468,5,0B380
469,11,A4780563B9B
470,9,B35621A42
471,5,7A055
472,2,88
473,9,687B03297
474,9,B06A39573
475,5,72484
476,7,49B085B
477,6,1A3723
478,7,7085311
479,4,8B08
480,8,730B1A43
481,9,173B95829
482,5,70240
483,8,13B20842
484,6,092B11
485,4,4313
486,5,17487
487,7,6B241A1
488,6,82B012
489,4,9379
490,8,BA763516
491,9,96B341A04
492,6,26B152
493,9,340125894
494,5,79030
495,5,46373
496,12,2B51468079A0
497,8,0721B957
498,8,65718345
499,11,A31259487B1
500,7,30A98BA
501,5,4B787
502,9,75B621301
503,6,2659B2
504,5,0A8BA
505,6,A27107
506,10,46B950732B
507,8,6524B904
508,8,3A951085
509,9,436A1B583
510,6,123BAA
511,10,97456B8305
512,8,16A57099
513,4,3153
514,6,0793B9
515,6,A89278
516,8,56379B06
517,8,643290A4
518,7,1795625
519,7,682A070
520,7,A0291B2
521,4,89B9
522,7,5A742B5
523,6,864916
524,6,867A98
525,6,1B5838
526,9,89A276409
527,7,94816B9
528,12,B1782A09645A
529,4,7B9B
530,3,7AA
531,7,BA7209B
532,5,413B3
533,4,A3BA
534,5,50435
535,8,476519B4
536,7,6531275
537,3,040
538,6,6951B5
539,9,4350A762A
540,5,AB18B
541,6,248B66
542,6,6243A6
543,5,56A15
544,5,24054
545,7,3B40170
546,10,81A4790B54
547,4,A84A
548,3,866
549,9,A9836451A
550,7,57B9484
551,9,873B90549
552,6,086B26
553,6,A10251
554,3,344
555,6,A62B4B
556,6,79B35B
557,3,989
558,3,6A6
559,7,136B979
560,4,9A55
561,3,151
562,4,A699
563,9,6714539B3
564,5,05272
565,9,52930B868
566,8,902AB470
567,5,08755
568,10,61A9748236
569,10,042573B695
570,5,680A8
571,4,1966
572,6,08B424
573,5,6A026
574,6,B4578B
575,4,B40B
576,7,2BA7868
577,7,A496535
578,4,73A3
579,11,951A68302B6
580,6,132582
581,8,9A548264
582,10,A019258370
583,7,62A8911
584,5,A4303
585,5,735BB
586,9,8A9712042
587,9,678B04124
588,2,66
589,5,83511
590,7,8596239
591,6,167097
592,9,40BA7986A
593,7,57A0B20
594,10,B831497622
595,4,3723
596,8,624508B0
597,7,2860A4A
598,6,B9217B
599,4,2ABB
600,5,296B9
601,8,47812601
602,3,133
603,9,61A953B00
604,5,47137
605,10,B973642054
606,8,B4817299
607,4,18A1
608,9,3B5286101
609,4,4B5B
610,8,B4295A62
611,6,B50675
612,4,4254
613,11,1064AB97384
614,4,9B77
615,2,66
616,6,0B1361
617,6,A27897
618,3,717
619,5,38248
620,5,261AA
621,8,8A207938
622,4,9655
623,7,87406B8
624,7,6A9157A
625,11,0A5B7314989
626,7,04B9329
627,8,A8462536
628,3,A3A
629,5,51285
630,3,020
631,3,030
632,6,753288
633,8,28405362
634,5,42600
635,8,405BA232
636,6,8710B1
637,4,9424
638,6,324163
639,5,B9169
640,4,3611
641,8,A7601356
642,4,A14A
643,9,15284B395
644,10,9320817A67
645,8,571A9636
646,6,95B46B
647,3,B88
648,3,6A6
649,10,231B5A9462
650,5,5A425
651,8,92BA5102
652,4,1651
653,9,7B8A1623B
654,9,072594869
655,9,308A15B21
656,4,62B2
657,4,86AA
658,8,A6B9453B
659,6,A67522
660,7,9318505
661,8,05823494
662,7,51634A6
663,8,537B8095
664,8,36705191
665,4,5811
666,5,A5B4B
667,10,A5719B4624
668,6,802A77
669,3,929
670,4,78A8
671,6,6B52A2
672,7,9576189
673,9,670A8B299
674,7,6034716
675,9,590261471
676,6,5B08AA
677,3,363
678,4,7A11
679,5,2B19B
680,6,A10690
681,9,5906B4319
682,9,320915868
683,5,47933
684,7,3A2618A
685,4,2A8A
686,6,2A1701
687,4,5388
688,9,62A589012
689,9,4B5910277
690,9,75842BA62
691,4,64A6
692,5,B9181
693,6,6A319A
694,7,61429B2
695,8,A189B409
696,9,056487914
697,7,1620B50
698,6,32A949
699,4,9066
700,9,8357B0920
701,9,B7A86105A
702,8,27510395
703,5,6B976
704,6,791422
705,3,B6B
706,9,345062A73
707,4,7137
708,10,B0A1364797
709,5,15971
710,5,89409
711,4,5915
712,6,2837BB
713,2,33
714,8,A3706596
715,9,45B9071A1
716,3,3BB
717,5,056A6
718,6,B78328
719,7,289B65B
720,6,A1754A
721,8,75169A00
722,3,922
723,4,1541
724,10,A84B591239
725,8,9A470169
726,6,4A5686
727,6,A16B86
728,3,599
729,6,A23182
730,9,2B1840631
731,9,2930A48BB
732,4,9A3A
733,2,33
734,6,9845A9
735,7,189A3B1
736,5,23454
737,9,9A2563B0B
738,9,85A634093
739,4,A80A
740,5,B6106
741,6,3412A4
742,8,B6017296
743,7,4A32752
744,4,8A77
745,4,1A71
746,5,8A525
747,6,A86316
748,6,42A355
749,8,65209A82
750,5,97544
751,6,93A573
752,11,A2051398767
753,7,5B62375
754,11,35A819760BB
755,8,52401765
756,10,A8B049513A
757,4,0433
758,7,0AB1866
759,4,1525
760,3,2B2
761,7,481B561
762,6,853BAB
763,2,BB
764,2,BB
765,9,5496B8239
766,6,4BA804
767,7,56B1088
768,7,136BA76
769,4,4A64
770,5,08A58
771,3,A6A
772,6,783923
773,5,243B3
774,4,1900
775,2,44
776,7,876A020
777,3,747
778,8,42B73613
779,2,22
780,8,72091680
781,12,136B4289A073
782,6,430674
783,4,5177
784,7,803B17B
785,4,B066
786,7,279A4B4
787,6,950730
788,4,17A1
789,5,72144
790,4,8522
791,5,4AB1A
792,8,A605B818
793,5,18242
794,7,14325B5
795,7,451A0B1
796,5,94769
797,6,591321
798,7,0B495AA
799,4,8A55
800,6,195079
801,11,3BA97458624
802,5,7A4B7
803,3,033
804,3,600
805,4,8166
806,2,77
807,4,4911
808,8,B7042833
809,8,7624B90B
810,3,7AA
811,11,35681742A9A
812,9,142875A05
813,2,99
814,5,69236
815,5,B7363
816,6,254975
817,7,862B577
818,5,A0640
819,5,5B933
820,4,6133
821,3,433
822,6,B07989
823,6,519022
824,5,12699
825,7,9348266
826,6,3461A3
827,7,7B46254
828,6,594122
829,5,3B203
830,5,65877
831,10,42508A91B0
832,5,78955
833,5,536AA
834,9,54372BA13
835,9,43A086B94
836,8,759B3A00
837,7,52A6499
838,7,AB87044
839,8,4A305282
840,6,6893A8
841,3,466
842,9,7239B045B
843,7,345A122
844,5,58494
845,5,963B9
846,5,056B5
847,10,2B73846A11
848,7,53B479B
849,4,3A0A
850,5,71341
851,6,029151
852,4,6B36
853,5,61A22
854,6,41B584
855,2,55
856,8,317A4B04
857,4,2696
858,6,46A804
859,5,748B8
860,6,270547
861,8,43627BAA
862,7,603B911
863,7,2A34604
864,7,9126A36
865,3,544
866,7,6421099
867,6,951404
868,9,1AB024672
869,6,916509
870,2,77
871,3,644
872,5,820B0
873,3,B0B
874,9,735068123
875,7,4795A65
876,11,937B6A14256
877,9,7B0615282
878,10,736592B488
879,2,AA
880,4,8B44
881,9,B2159A07A
882,5,B43AA
883,9,A35018945
884,3,838
885,6,B198AA
886,5,39100
887,5,27566
888,6,3A489A
889,3,3A3
890,12,26A984B75304
891,10,179AB4286A
892,9,528309418
893,7,5230610
894,10,1A4273865A
895,6,5372A2
896,10,3127A56900
897,7,473A053
898,8,481206A0
899,5,B9151
900,4,9818
901,11,A396B584219
902,7,43B968B
903,6,B5429B
904,7,68BA575
905,5,64916
906,6,AB0155
907,6,B9275B
908,7,6841A91
909,8,78B5A03B
910,7,4A98579
911,2,00
912,8,93450A74
913,3,388
914,8,BA356715
915,5,45A9A
916,6,529646
917,8,B7851428
918,6,053177
919,7,0731423
920,5,01373
921,4,0858
922,9,18502A745
923,13,16A573B948207
924,6,B20797
925,10,083AB65740
926,5,590B9
927,7,3724099
928,5,08210
929,5,81761
930,10,A63B970212
931,4,A646
932,9,61034B8A6
933,6,518361
934,8,37402585
935,5,72BAA
936,5,68A38
937,5,96211
938,6,640A5A
939,4,6AB6
940,5,56875
941,9,7902631B6
942,4,7121
943,9,3841965AA
944,3,055
945,8,39A57089
946,6,589619
947,3,188
948,2,AA
949,7,45960B0
950,6,746A94
951,6,96A73A
952,6,1058B5
953,5,61588
954,7,97A1509
955,8,4826BA02
956,8,B8304750
957,4,83B8
958,6,281A5A
959,7,B305745
960,6,B25788
961,6,240B70
962,8,72136503
963,9,1803954A5
964,5,A4324
965,3,060
966,9,9B5176431
967,5,98544
968,6,2A041A
969,10,1523704A80
970,5,A7131
971,7,1569705
972,4,B955
973,7,0748390
974,2,77
975,3,535
976,5,25645
977,2,00
978,5,68B1B
979,6,8329A9
980,8,28370157
981,2,44
982,2,55
983,8,82B50932
984,4,B85B
985,3,7A7
986,4,4564
987,4,3424
988,5,40184
989,5,957A7
990,6,0871A8
991,7,8BA0738
992,5,A740A
993,3,B00
994,3,696
995,5,54835
996,3,A5A
997,4,B27B
998,12,073B42691855
999,2,44
1000,8,17930467
1001,5,85131
1002,5,21B92
1003,6,0A9B50
1004,4,4B0B
1005,12,31679B845020
1006,5,18708
1007,7,8401B64
1008,7,B706144
1009,6,674B8B
1010,9,4B17063AA
1011,3,244
1012,4,7808
1013,8,B71A3401
1014,11,9468B573022
1015,9,8A7054238
1016,9,6148B3924
1017,6,B53795
1018,11,275634BA192
1019,9,256948B04
1020,7,169B272
1021,2,88
1022,4,2933
1023,4,0322
1024,5,87133
1025,7,92703BB
1026,7,306A243
1027,4,0898
1028,4,7144
1029,9,835A49103
1030,7,92710B1
1031,3,393
1032,3,7BB
1033,7,21A489A
1034,12,7651924A0386
1035,3,B4B
1036,8,6B32A78A
1037,5,32402
1038,10,B716354924
1039,3,188
1040,5,5A989
1041,4,52BB
1042,6,859479
1043,7,A570920
1044,4,8055
1045,3,232
1046,7,1578944
1047,4,4353
1048,7,4583BA5
1049,4,5215
1050,10,B146987359
1051,10,3079426BA0
1052,6,68B578
1053,9,543108262
1054,7,8971248
1055,5,54234
1056,2,00
1057,7,4B18961
1058,3,944
1059,8,83A14594
1060,5,A760A
1061,4,9626
1062,4,B311
1063,8,4582B76B
1064,6,497567
1065,10,175A260B45
1066,3,188
1067,6,A39B83
1068,8,02AB3717
1069,4,5188
1070,3,B22
1071,8,8394AB28
1072,8,15038293
1073,4,5165
1074,5,87957
1075,7,A926188
1076,7,AB61400
1077,10,0851369A46
1078,7,4059828
1079,5,740B0
1080,5,921A2
1081,7,9B584A9
1082,2,00
1083,7,3956727
1084,7,B502382
1085,11,087925BA319
1086,8,B5813768
1087,3,424
1088,6,254BA5
1089,11,82B3516A499
1090,10,1790B56380
1091,3,466
1092,4,7699
1093,5,36513
1094,9,247958065
1095,5,14966
1096,8,07B82197
1097,6,164255
1098,9,83B4509A9
1099,8,7548A908
1100,6,965835
1101,6,214031
1102,7,4397855
1103,6,473853
1104,5,95A88
1105,6,B4058B
1106,4,B79B
1107,6,97A649
1108,4,2811
1109,8,B15803A8
1110,4,A088
1111,6,A69176
1112,4,9788
1113,5,32A4A
1114,2,33
1115,5,43878
1116,6,2A6933
1117,5,B0140
1118,2,88
1119,8,9A451622
1120,10,09B641A35B
1121,8,275B8642
1122,7,5092342
1123,6,65BA22
1124,6,486938
1125,5,26955
1126,11,89B10736450
1127,7,0A2B492
1128,3,9A9
1129,8,14985B33
1130,6,4A6534
1131,4,B18B
1132,6,691B7B
1133,6,892055
1134,9,84A915B69
1135,3,262
1136,7,5B6048B
1137,9,17AB48368
1138,6,732455
1139,4,1588
1140,8,7A241500
1141,5,570A5
1142,7,B586795
1143,6,39A0BA
1144,4,15A5
1145,4,8040
1146,10,A081B5462A
1147,9,2958B1602
1148,6,3120B2
1149,3,494
1150,2,44
1151,8,275B3093
1152,2,BB
1153,4,5010
1154,7,7108428
1155,6,317023
1156,4,B80B
1157,5,0B450
1158,2,22
1159,5,A9747
1160,6,31B073
1161,9,081A59479
1162,5,92344
1163,10,B967354807
1164,2,22
1165,7,5283678
1166,7,0189B5B
1167,10,0B537A4683
1168,11,AB691835079
1169,10,27506A3913
1170,5,7BA55
1171,3,414
1172,9,4360972B7
1173,5,3A544
1174,3,737
1175,6,6152A2
1176,8,08A135BA
1177,11,9B517062A8A
1178,6,284355
1179,8,A3157697
1180,6,348908
1181,7,4397014
1182,9,7852B9607
1183,11,70215B483A2
1184,2,55
1185,7,0596B77
1186,10,0B27695816
1187,5,34564
1188,7,7B20582
1189,3,B1B
1190,10,2701A89469
1191,7,518A700
1192,7,6925406
1193,6,198434
1194,8,9A860238
1195,8,A6285B0A
1196,5,2B566
1197,7,2096476
1198,9,520963B77
1199,4,4070
1200,8,416B0870
1201,8,54B308AA
1202,7,0BA289B
1203,7,72B9500
1204,6,0A39BB
1205,11,079BA432817
1206,4,90B0
1207,7,1B38061
1208,4,9188
1209,4,5787
1210,2,44
1211,6,236011
1212,10,A476B05895
1213,4,3B43
1214,2,AA
1215,6,625B11
1216,11,086A9472313
1217,4,6426
1218,4,7167
1219,6,78B648
1220,6,239083
1221,7,5937689
1222,8,4BA20160
1223,12,1298A7645304
1224,5,B52AA
1225,5,958A9
1226,8,3A142694
1227,4,38B3
1228,2,33
1229,12,9514A738B622
1230,5,39A43
1231,10,560A724917
1232,8,532BA844
1233,5,67486
1234,9,B34602852
1235,3,899
1236,7,81956B9
1237,5,17252
1238,9,48697AB2A
1239,2,11
1240,5,6B070
1241,5,83978
1242,3,060
1243,7,534A284
1244,6,563011
1245,9,B40798120
1246,9,B80967319
1247,9,B37580963
1248,8,51247601
1249,2,66
1250,7,95347B9
1251,10,504A318920
1252,6,0726B0
1253,10,3B45A72697
1254,3,B66
1255,7,8136243
1256,7,4A9B61A
1257,7,5417232
1258,5,B76AA
1259,10,274301AB60
1260,2,11
1261,5,18266
1262,5,71601
1263,6,709A55
1264,5,75405
1265,6,B83108
1266,11,15A62309B40
1267,7,156B344
1268,6,054915
1269,2,00
1270,3,322
1271,8,94B80577
1272,9,697854326
1273,5,283B3
1274,12,42B67A819031
1275,10,0837B92152
1276,6,872692
1277,5,94766
1278,5,16306
1279,6,5B38A3
1280,8,5A6B2086
1281,3,6AA
1282,9,54B390280
1283,3,767
1284,5,72B62
1285,6,8103A8
1286,6,249363
1287,4,A52A
1288,9,A876041B6
1289,7,1A45835
1290,3,911
1291,4,2AB2
1292,6,712399
1293,5,69B09
1294,7,57A8919
1295,10,2945B173A2
1296,5,01588
1297,5,25313
1298,3,522
1299,7,B548070
1300,4,B422
1301,4,6757
1302,3,9A9
1303,4,3A44
1304,11,B02169345A9
1305,7,9A8B038
1306,6,8B036B
1307,7,7194309
1308,2,66
1309,9,523A19B85
1310,6,8912B9
1311,7,B758295
1312,12,5148679B0A30
1313,7,0219787
1314,8,7B680A57
1315,7,1642031
1316,8,789A4014
1317,7,45A7365
1318,10,71B5384091
1319,7,12735AA
1320,4,1821
1321,4,B12B
1322,7,137BA2A
1323,11,A1653B9240A
1324,6,B3159B
1325,7,1257861
1326,4,7057
1327,7,1A260BB
1328,10,956B241379
1329,10,79234851A4
1330,7,653B020
1331,7,5841701
1332,4,9369
1333,3,616
1334,7,3829012
1335,6,7AB45B
1336,7,2093161
1337,7,4B09737
1338,10,9153706A22
1339,11,30A8B27569A
1340,10,9624158374
1341,5,23585
1342,5,381AA
1343,5,39B8B
1344,5,95B05
1345,5,9BA7B
1346,4,7919
1347,6,7349B9
1348,13,265371B8094A3
1349,6,364B83
1350,6,1A8278
1351,10,81A2594308
1352,8,9357AB8A
1353,3,922
1354,6,806236
1355,8,726B1947
1356,3,599
1357,8,B5264315
1358,8,15342782
1359,6,0B8622
1360,6,4A0B6B
1361,9,50B762A32
1362,6,A6753A
1363,5,98200
1364,2,66
1365,5,328A8
1366,4,4200
1367,8,5624A014
1368,5,A1071
1369,7,43B1A9A
1370,9,09321BA61
1371,3,040
1372,10,42896751A4
1373,6,283A6A
1374,3,979
1375,3,144
1376,6,732A83
1377,6,309760
1378,10,A26B089718
1379,7,0485262
1380,6,693729
1381,7,76A8058
1382,5,B0320
1383,4,1878
1384,2,44
1385,8,790423B0
1386,8,341A6021
1387,8,49A1807A
1388,6,A64974
1389,9,983A70424
1390,2,55
1391,2,88
1392,10,AB13870522
1393,7,A285373
1394,9,1309268AA
1395,6,1B6383
1396,4,7411
1397,6,319B89
1398,7,45A0266
1399,10,3B91A68456
1400,6,347822
1401,12,70B3245169A9
1402,5,95639
1403,9,596A714B5
1404,7,13B0949
1405,5,84658
1406,4,A393
1407,3,011
1408,4,9303
1409,5,04565
1410,7,5730A44
1411,8,9873A257
1412,6,1B907B
1413,4,40A4
1414,8,98165076
1415,3,077
1416,7,96240B2
1417,2,00
1418,5,68B1B
1419,7,7519039
1420,6,506B11
1421,9,492870B12
1422,3,066
1423,5,95629
1424,11,3674198A058
1425,8,70A95B40
1426,2,22
1427,9,523A68018
1428,6,982068
1429,5,3A1BA
1430,8,542B691B
1431,10,34A7890655
1432,9,97B8A2068
1433,8,B53A412B
1434,7,60352B6
1435,7,5B32962
1436,5,6B89B
1437,6,B02560
1438,8,5208A468
1439,8,201A3686
1440,12,8320BA461592
1441,5,6A97A
1442,10,0625138A73
1443,5,39161
1444,9,1524978A2
1445,10,7A9508B43B
1446,2,88
1447,2,55
1448,7,62A1077
1449,6,0A6176
1450,3,377
1451,10,6013945A74
1452,4,6955
1453,4,1433
1454,2,44
1455,8,8A9B5733
1456,4,2152
1457,3,161
1458,6,95A844
1459,6,891758
1460,6,547A87
1461,11,6A834972019
1462,5,37499
1463,6,B40120
1464,2,44
1465,7,340AB9B
1466,9,6189732A3
1467,6,316588
1468,9,125398474
1469,6,702397
1470,10,71BA350893
1471,5,B6877
1472,7,8375127
1473,5,B4754
1474,11,01493276B53
1475,5,53A22
1476,9,01586B4A5
1477,3,404
1478,9,1B4205A82
1479,4,6816
1480,2,00
1481,4,7262
1482,8,B15A4933
1483,9,204195389
1484,2,88
1485,2,55
1486,6,B98A69
1487,5,89622
1488,7,8720B12
1489,5,B381B
1490,5,53424
1491,9,3748016A1
1492,5,B8078
1493,10,9152348B08
1494,9,4B670A127
1495,7,5917AB5
1496,7,60B2372
1497,7,B423A77
1498,6,623A9A
1499,11,5492A0136B3
1500,3,411
1501,5,35A83
1502,6,528ABA
1503,5,1A901
1504,8,87150A30
1505,5,97427
1506,5,1A868
1507,8,457239A7
1508,11,1A087569421
1509,5,964A4
1510,6,385073
1511,5,568A5
1512,5,19209
1513,5,97656
1514,6,47B534
1515,4,A299
1516,7,407A127
1517,6,A2786A
1518,9,134859605
1519,5,1BA2B
1520,9,407538168
1521,4,A855
1522,4,14A4
1523,9,59AB3408B
1524,6,B39575
1525,9,4A2B75362
1526,7,9476588
1527,8,604A1B91
1528,7,2453878
1529,9,A86943156
1530,2,99
1531,11,85A29B74602
1532,6,603496
1533,5,43060
1534,5,B579B
1535,6,B6038B
1536,3,033
1537,9,802B74618
1538,2,22
1539,4,6244
1540,8,58196B08
1541,2,55
1542,6,875696
1543,10,0AB8761957
1544,2,77
1545,4,1431
1546,5,604B4
1547,5,94274
1548,4,A21A
1549,6,0638B3
1550,6,971A69
1551,13,62A3701894B54
1552,4,4B6B
1553,3,677
1554,9,53A90867A
1555,8,9A68B244
1556,2,22
1557,5,2A152
1558,2,33
1559,4,B23B
1560,4,A727
1561,5,B4101
1562,8,A5879400
1563,4,1B51
1564,3,717
1565,4,B737
1566,3,588
1567,6,732A13
1568,5,87BA7
1569,8,B90A8279
1570,7,4096A7A
1571,6,5B7947
1572,7,2A69402
1573,7,AB9385A
1574,8,49762054
1575,7,3571823
1576,7,6459808
1577,5,2A982
1578,4,2802
1579,9,9428B6A5A
1580,10,5A062B3472
1581,8,807A2B58
1582,7,9280A50
1583,9,403A12B73
1584,3,131
1585,7,846A533
1586,9,27915B300
1587,4,8595
1588,5,A0757
1589,7,07529A9
1590,8,59186A48
1591,9,314A9B584
1592,6,807311
1593,3,977
1594,3,9A9
1595,11,1AB08254768
1596,9,39B26A712
1597,4,2766
1598,11,03A17568944
1599,6,641376
1600,3,A6A
1601,4,0844
1602,9,93201A686
1603,4,3188
